,#Day,Tmax,Tmin,VPD,Rain,Durn,Radn,ETo
2017-01-14,380,37.0,15.8,33.9,0.0,0,31000.0,5.920247904520658
2017-01-15,381,36.1,17.9,31.8,0.0,0,31000.0,5.559854174565743
2017-01-16,382,28.0,16.1,15.1,0.0,0,27900.0,3.599100789248246
2017-01-17,383,31.6,17.6,25.8,0.0,0,30900.0,4.600196179597433
2017-01-18,384,33.6,17.1,26.8,0.0,0,26400.0,4.342248743170578
2017-01-19,385,25.5,16.6,15.4,0.0,0,26800.0,2.914800394257379
2017-01-20,386,35.2,15.5,31.4,0.0,0,30800.0,5.535446131203677
2017-01-21,387,34.1,15.7,27.5,0.0,0,30600.0,5.259521225692239
2017-01-22,388,25.7,15.8,12.5,0.0,0,29300.0,3.3350135221518857
2017-01-23,389,26.5,12.6,14.9,0.0,0,29000.0,3.7895182530751437
2017-01-24,390,34.4,15.5,29.1,0.0,0,31000.0,5.4065063086985035
2017-01-25,391,40.2,20.0,43.8,0.0,0,30900.0,6.242487432158129
2017-01-26,392,42.0,27.0,57.7,0.0,0,31100.0,5.911472948216974
2017-01-27,393,37.6,21.0,35.5,0.0,0,28700.0,5.1682658713113
2017-01-28,394,40.3,20.6,41.4,0.0,0,29800.0,5.988729454599032
2017-01-29,395,28.1,23.0,11.4,0.0001,1,9400.0,0.8635550784962225
2017-01-30,396,20.8,17.6,4.9,0.0,0,8200.0,0.5093057328576259
2017-01-31,397,22.3,16.9,5.2,0.0,0,8700.0,0.7095381214822376
2017-02-01,398,31.0,18.0,17.2,0.0,0,27500.0,3.935797417878582
2017-02-02,399,32.5,20.0,19.6,0.0,0,21000.0,3.069080028278601
2017-02-03,400,34.5,21.3,20.5,0.0,0,27600.0,4.30031478052923
2017-02-04,401,30.0,17.0,17.7,0.0,0,28700.0,4.010436309809295
2017-02-05,402,30.9,18.0,21.7,0.0,0,27600.0,3.930236183213141
2017-02-06,403,34.1,17.4,26.6,0.0,0,29000.0,4.8431998696501894
2017-02-07,404,29.4,21.5,14.8,0.0,0,20200.0,2.3043000327346967
2017-02-08,405,27.0,15.5,18.1,0.0,0,26200.0,3.255811469943359
2017-02-09,406,18.0,14.9,4.3,0.0008,1,7500.0,0.42441496147281954
2017-02-10,407,21.4,15.5,5.6,0.0782,1,8500.0,0.7023295502066498
2017-02-11,408,25.7,16.5,8.4,0.0242,1,15700.0,1.7383257622067818
2017-02-12,409,27.9,20.1,13.1,0.0001,1,17400.0,1.9061664901612334
2017-02-13,410,33.3,22.2,20.7,0.0,0,17100.0,2.4351963278757736
2017-02-14,411,30.6,23.5,13.7,0.0,0,25000.0,2.8036230993132976
2017-02-15,412,31.2,19.6,15.1,0.0,0,18300.0,2.526689236324651
2017-02-16,413,32.5,18.6,22.6,0.0,0,26500.0,4.01911446353358
2017-02-17,414,32.5,16.9,24.3,0.0,0,28100.0,4.426347928893795
2017-02-18,415,36.2,18.5,30.4,0.0,0,27400.0,4.884082033200022
2017-02-19,416,38.8,21.6,39.6,0.0,0,27000.0,5.04379264589754
2017-02-20,417,27.6,19.5,12.9,0.0,0,24800.0,2.738783503134524
2017-02-21,418,22.5,17.0,10.3,0.0003,1,22500.0,1.859352805075921
2017-02-22,419,25.1,10.9,12.7,0.0,0,24200.0,3.0635894403851536
2017-02-23,420,32.2,14.1,19.7,0.0,0,26600.0,4.348733853615237
2017-02-24,421,36.6,19.8,32.0,0.0,0,26800.0,4.741713017828661
2017-02-25,422,39.5,25.9,43.9,0.0,0,27300.0,4.7710226512553415
2017-02-26,423,30.6,18.4,14.6,0.0,0,26500.0,3.674126929693107
2017-02-27,424,31.6,15.9,17.6,0.0,0,26100.0,4.032267735354632
2017-02-28,425,34.2,18.5,21.0,0.0,0,25300.0,4.153259378261383
2017-03-01,426,38.6,22.9,31.5,0.0,0,24500.0,4.422757665842245
2017-03-02,427,30.5,22.8,8.5,0.0073,1,10100.0,1.1690322731711085
2017-03-03,428,36.5,21.1,26.1,0.0,0,24500.0,4.204364501559791
2017-03-04,429,37.0,24.5,33.7,0.0,0,24800.0,3.9946977106627384
2017-03-05,430,36.8,22.5,32.5,0.0,0,24900.0,4.192678695785534
2017-03-06,431,35.5,23.1,28.2,0.0,0,24800.0,3.8598589056714054
2017-03-07,432,36.0,18.8,25.0,0.0,0,23600.0,4.151477230888753
2017-03-08,433,35.3,22.4,28.4,0.0,0,21800.0,3.4276068015112497
2017-03-09,434,32.5,18.4,21.1,0.0,0,23500.0,3.5813892815109094
2017-03-10,435,30.3,20.0,21.3,0.0,0,23500.0,3.0397484235215364
2017-03-11,436,31.1,15.6,21.9,0.0,0,22100.0,3.3598196165532963
2017-03-12,437,25.5,18.4,16.0,0.0,0,8700.0,0.8647161278216465
2017-03-13,438,24.2,19.8,3.1,0.0056,1,8500.0,0.6659112241649339
2017-03-14,439,24.2,17.8,9.3,0.0024,1,13600.0,1.252704449674754
2017-03-15,440,25.2,15.2,15.6,0.0026,1,22700.0,2.5597494179461115
2017-03-16,441,28.6,14.0,20.2,0.0,0,24000.0,3.364747089289664
2017-03-17,442,25.3,11.6,12.5,0.0,0,22200.0,2.7951767037075514
2017-03-18,443,20.5,17.1,3.8,0.0,0,6100.0,0.3863121594020481
2017-03-19,444,24.5,15.1,15.8,0.0,0,22900.0,2.477280894007468
2017-03-20,445,26.6,18.0,18.7,0.0,0,21200.0,2.3394698807013725
2017-03-21,446,22.2,17.0,12.9,0.0,0,8300.0,0.6642619338459662
2017-03-22,447,24.6,16.2,8.8,0.0,0,16400.0,1.703863709877854
2017-03-23,448,24.7,16.2,8.4,0.0,0,15500.0,1.6220364137047865
2017-03-24,449,28.9,13.3,13.5,0.0,0,18000.0,2.5952093948598995
2017-03-25,450,27.5,15.2,13.0,0.0,0,19300.0,2.486735705857527
2017-03-26,451,22.1,16.9,10.8,0.0012,1,18200.0,1.4526797771106008
2017-03-27,452,23.8,9.0,11.5,0.0,0,21200.0,2.617464642378725
2017-03-28,453,23.3,9.5,7.8,0.0,0,19000.0,2.265203632101741
2017-03-29,454,25.0,13.4,16.4,0.0,0,22500.0,2.660732631603258
2017-03-30,455,28.0,14.2,20.1,0.0,0,22100.0,2.9968804408764935
2017-03-31,456,30.2,15.5,24.3,0.0,0,21700.0,3.1737078807158756
2017-04-01,457,30.4,16.0,21.8,0.0,0,20300.0,2.9638016794201927
2017-04-02,458,31.5,18.9,27.3,0.0,0,22000.0,3.1511161247782815
2017-04-03,459,32.8,14.2,24.0,0.0,0,21100.0,3.5267687031493486
2017-04-04,460,32.1,16.5,22.0,0.0,0,20700.0,3.2300016157362994
2017-04-05,461,30.5,16.0,18.9,0.0,0,20600.0,3.0217072184412874
2017-04-06,462,25.5,12.8,6.7,0.0,0,15000.0,1.8535126798276693
2017-04-07,463,23.1,14.5,14.8,0.0,0,17900.0,1.8028987644599554
2017-04-08,464,24.6,11.4,15.4,0.0,0,18300.0,2.2336189272475817
2017-04-09,465,27.1,14.1,18.0,0.0,0,19800.0,2.5725041846219168
2017-04-10,466,29.3,12.3,21.3,0.0,0,19400.0,2.897353557419577
2017-04-11,467,28.4,12.4,20.7,0.0,0,20200.0,2.896427904
2017-04-12,468,24.8,11.9,11.8,0.0,0,18600.0,2.266230603919633
2017-04-13,469,28.1,14.6,18.2,0.0,0,19200.0,2.5917187964162633
2017-04-14,470,30.4,16.9,21.3,0.0,0,13500.0,1.9293596284384718
2017-04-15,471,30.1,14.1,18.1,0.0,0,14600.0,2.1866221440000007
2017-04-16,472,27.3,17.3,16.6,0.0,0,13300.0,1.5826468317565496
2017-04-17,473,21.6,14.3,8.1,0.0,0,9400.0,0.8520269440918964
2017-04-18,474,24.3,14.0,9.8,0.0,0,13100.0,1.4577812158259056
2017-04-19,475,25.8,12.6,10.3,0.0,0,17600.0,2.2201859837952576
2017-04-20,476,29.5,12.2,15.5,0.0,0,17600.0,2.6550531337470282
2017-04-21,477,29.5,14.8,19.1,0.0,0,17000.0,2.4435001583577773
2017-04-22,478,28.9,15.0,16.5,0.0,0,16000.0,2.2251152739286257
2017-04-23,479,28.1,16.4,15.1,0.0,0,16100.000000000002,2.0697091823346514
2017-04-24,480,27.2,13.7,14.7,0.0,0,16500.0,2.176056999505393
2017-04-25,481,24.8,11.4,12.7,0.0,0,15400.0,1.8991338195293426
2017-04-26,482,26.1,11.2,14.2,0.0,0,15000.0,1.9804775557697682
2017-04-27,483,26.7,15.5,18.1,0.0,0,17200.0,2.101237092541315
2017-04-28,484,27.0,12.0,16.8,0.0,0,17000.0,2.3045778414565876
2017-04-29,485,27.3,7.6,17.4,0.0,0,16300.0,2.3931385237516003
2017-04-30,486,24.5,8.9,12.3,0.0,0,15500.0,1.9819883231952746
2017-05-01,487,24.5,17.0,16.6,0.0,0,15900.0,1.575216083722939
2017-05-02,488,27.2,13.4,19.4,0.0,0,14200.0,1.8859964128034528
2017-05-03,489,30.5,16.7,25.5,0.0,0,14800.0,2.1359427046189268
2017-05-04,490,24.5,16.0,8.9,0.0,0,10800.0,1.1242836075864977
2017-05-05,491,24.5,16.8,7.8,0.0112,1,14000.0,1.4017086116295039
2017-05-06,492,26.6,14.9,13.4,0.0,0,15100.0,1.8684533519171098
2017-05-07,493,30.5,15.9,22.2,0.0,0,15200.0,2.2345592349161536
2017-05-08,494,27.0,13.9,18.4,0.0,0,12900.0,1.6758872493153363
2017-05-09,495,21.2,18.0,6.0,0.0014,1,6500.0,0.40808247744788695
2017-05-10,496,21.7,9.9,9.8,0.0,0,13200.0,1.4296910924524668
2017-05-11,497,22.3,12.0,10.9,0.0,0,13500.0,1.4209786737949115
2017-05-12,498,24.0,12.1,13.3,0.0,0,13600.0,1.578299969694486
2017-05-13,499,25.0,11.0,13.7,0.0,0,12300.0,1.5461091666086075
2017-05-14,500,25.5,13.8,17.0,0.0,0,10200.0,1.2261198510557663
2017-05-15,501,20.1,16.2,5.3,0.0052,1,9600.0,0.6395734549800406
2017-05-16,502,22.0,15.1,8.1,0.005,1,10000.0,0.8960184650992767
2017-05-17,503,21.0,12.0,5.9,0.0,0,13400.0,1.2939222239999997
2017-05-18,504,26.0,13.8,19.4,0.0,0,13600.0,1.6805373650851956
2017-05-19,505,23.5,16.6,6.7,0.004,1,8600.0,0.8023740593520373
2017-05-20,506,16.8,11.6,6.1,0.0036,1,5000.0,0.3423809980521699
2017-05-21,507,17.3,12.9,3.7,0.021,1,8900.0,0.5763685059052154
2017-05-22,508,19.6,10.1,6.3,0.010199999999999999,1,10000.0,0.9443500058880289
2017-05-23,509,19.5,13.0,3.7,0.004900000000000001,1,6500.0,0.529511199712507
2017-05-24,510,22.0,14.5,7.4,0.0001,1,12200.0,1.1302739818127003
2017-05-25,511,22.9,9.5,8.4,0.0,0,13300.0,1.553355846310401
2017-05-26,512,19.2,12.0,4.6,0.002,1,11900.0,1.0008008730138036
2017-05-27,513,19.0,9.5,8.6,0.0,0,12600.0,1.1680148939594566
2017-05-28,514,20.1,9.5,8.1,0.0,0,12900.0,1.2848376136666344
2017-05-29,515,22.0,11.0,12.2,0.0,0,12700.0,1.3557580215512297
2017-05-30,516,25.4,14.0,17.8,0.0,0,12000.0,1.425781379370624
2017-05-31,517,25.9,10.0,13.9,0.0,0,12100.0,1.6186314620882196
2017-06-01,518,23.0,10.0,10.5,0.0,0,11800.0,1.369417276520247
2017-06-02,519,24.0,10.0,8.5,0.0,0,12000.0,1.4662651314342428
2017-06-03,520,23.1,11.0,9.9,0.0,0,5000.0,0.5687919889691873
2017-06-04,521,23.4,12.9,9.6,0.0,0,12300.0,1.344580024030395
2017-06-05,522,26.1,14.0,15.2,0.0,0,12800.0,1.5814539042513165
2017-06-06,523,25.4,14.5,19.9,0.0,0,11000.0,1.2865032545227097
2017-06-07,524,23.1,8.9,10.3,0.0,0,12400.0,1.4820762803617729
2017-06-08,525,23.0,14.0,13.3,0.0,0,12700.0,1.2978353519999999
2017-06-09,526,24.5,14.0,21.1,0.0,0,13300.0,1.498381843665745
2017-06-10,527,21.5,12.5,17.3,0.0,0,6800.0,0.6661889279999998
2017-06-11,528,24.0,14.5,20.0,0.0,0,8400.0,0.900155004081079
2017-06-12,529,24.4,13.5,20.0,0.0,0,11000.0,1.2524236981115122
2017-06-13,530,23.7,10.5,17.0,0.0,0,8200.0,0.9756953698441752
2017-06-14,531,21.3,14.9,9.1,0.0,0,7200.0,0.6136276647815545
2017-06-15,532,19.7,13.5,5.3,0.0,0,9700.0,0.7796757391977793
2017-06-16,533,20.8,8.8,8.4,0.0,0,11700.0,1.2398869355422186
2017-06-17,534,21.9,9.1,9.7,0.0,0,11600.0,1.2968663051301499
2017-06-18,535,23.0,11.9,12.5,0.0,0,12400.0,1.3665650046083933
2017-06-19,536,22.9,8.1,10.8,0.0,0,11800.0,1.4185514683000877
2017-06-20,537,23.3,11.6,10.1,0.0,0,12100.0,1.3690692674456415
2017-06-21,538,21.0,13.5,9.1,0.0001,1,10000.0,0.9007549410548908
2017-06-22,539,17.0,12.7,1.5,0.054799999999999995,1,3000.0,0.19060165496360498
2017-06-23,540,19.2,13.0,6.7,0.0002,1,9900.0,0.784185371709922
2017-06-24,541,18.3,9.8,9.3,0.0,0,11300.0,0.9846578376123486
2017-06-25,542,17.0,5.9,6.0,0.0,0,10800.0,0.9876410088213029
2017-06-26,543,17.8,4.2,7.3,0.0,0,12000.0,1.1960000205083567
2017-06-27,544,19.3,4.0,7.7,0.0,0,9900.0,1.0701735384733972
2017-06-28,545,19.2,10.2,8.7,0.0,0,12600.0,1.1528244
2017-06-29,546,19.5,9.8,11.7,0.0,0,12600.0,1.19497580610011
2017-06-30,547,19.9,6.4,12.1,0.0,0,7200.0,0.7683304286310663
2017-07-01,548,15.0,11.0,0.6,0.0068,1,4200.0,0.242782848
2017-07-02,549,14.6,4.6,4.2,0.0272,1,7500.0,0.6098174187200625
2017-07-03,550,16.8,7.0,5.2,0.0,0,8400.0,0.7328865850636486
2017-07-04,551,14.6,7.1,3.7,0.01,1,6400.0,0.4712194750123389
2017-07-05,552,13.0,10.4,0.8,0.009800000000000001,1,7200.0,0.3213876510642227
2017-07-06,553,15.9,5.4,5.3,0.0134,1,7800.0,0.6747758362056265
2017-07-07,554,17.5,8.2,3.4,0.0176,1,9500.0,0.8332658004342859
2017-07-08,555,17.0,5.2,5.1,0.0005,1,10400.0,0.9688581230779073
2017-07-09,556,18.4,8.8,8.7,0.0,0,9900.0,0.9038335502856895
2017-07-10,557,18.0,8.6,9.7,0.0,0,6100.0,0.5458108315550458
2017-07-11,558,19.4,13.6,9.4,0.0,0,8100.0,0.6278864845122779
2017-07-12,559,20.7,15.3,8.2,0.0038,1,9500.0,0.7416372091588569
2017-07-13,560,18.9,13.5,3.4,0.011800000000000001,1,7100.0,0.5264075927402178
2017-07-14,561,19.5,11.9,7.3,0.0002,1,6900.0,0.5979828008624885
2017-07-15,562,20.9,11.1,5.9,0.0,0,4700.0,0.46667613797984275
2017-07-16,563,18.8,13.2,5.7,0.009800000000000001,1,6400.0,0.4803731079013657
2017-07-17,564,19.7,11.0,10.6,0.0,0,12100.0,1.110239126542034
2017-07-18,565,25.1,12.6,17.1,0.0,0,12900.0,1.5685800780170789
2017-07-19,566,19.8,13.5,4.6,0.0116,1,6200.0,0.5030824758577817
2017-07-20,567,18.5,12.4,6.2,0.016399999999999998,1,8600.0,0.6627397467661537
2017-07-21,568,20.0,11.7,6.7,0.004200000000000001,1,9200.0,0.8369508238567471
2017-07-22,569,19.5,10.5,6.0,0.007,1,7900.0,0.7294746239999998
2017-07-23,570,18.0,12.0,4.2,0.007,1,3900.0,0.29403706225837967
2017-07-24,571,19.2,10.9,5.7,0.0124,1,9300.0,0.8259340443257174
2017-07-25,572,20.8,11.1,6.6,0.0006,1,9000.0,0.8877489204463725
2017-07-26,573,20.5,12.8,4.9,0.005,1,7800.0,0.6997085659129927
2017-07-27,574,22.0,11.5,6.5,0.0018,1,12200.0,1.2817122379299428
2017-07-28,575,17.9,14.0,5.7,0.0162,1,8500.0,0.5316343153030801
2017-07-29,576,16.9,9.9,7.4,0.0112,1,6600.0,0.511252622399996
2017-07-30,577,18.5,6.9,6.5,0.0072,1,12900.0,1.257495800485648
2017-07-31,578,16.0,9.0,4.7,0.0001,1,4500.0,0.33852610268181565
2017-08-01,579,15.2,3.4,4.5,0.0224,1,12400.0,1.083228252858331
2017-08-02,580,15.2,3.6,5.6,0.0002,1,15300.0,1.330078669030645
2017-08-03,581,18.0,4.5,6.3,0.0006,1,5400.0,0.540872349395779
2017-08-04,582,16.0,8.5,6.2,0.005,1,5200.0,0.40157479911337307
2017-08-05,583,11.8,10.9,-0.3,0.0004,1,10500.0,0.2724815568390412
2017-08-06,584,20.5,7.6,5.9,0.0,0,10300.0,1.1056801570053914
2017-08-07,585,19.5,11.8,6.7,0.0,0,6700.0,0.5835852229153748
2017-08-08,586,18.4,13.8,3.8,0.0006,1,5200.0,0.3547888451366991
2017-08-09,587,14.5,9.1,3.7,0.0418,1,4100.0,0.264643021768653
2017-08-10,588,16.3,6.5,4.3,0.0086,1,13700.0,1.1751801727146944
2017-08-11,589,18.3,9.8,8.4,0.0002,1,8800.0,0.7668131832733334
2017-08-12,590,19.8,13.8,4.4,0.003,1,6600.0,0.5249085642379894
2017-08-13,591,21.0,13.9,6.1,0.0012,1,7600.0,0.6698690107523142
2017-08-14,592,20.0,14.0,5.8,0.0007,1,4700.0,0.37595920812211214
2017-08-15,593,17.5,11.0,7.2,0.007,1,12600.0,0.9661471039417224
2017-08-16,594,16.9,10.9,7.8,0.0046,1,14200.0,1.0346923327469282
2017-08-17,595,18.5,5.7,5.9,0.0008,1,12900.0,1.2949526316447917
2017-08-18,596,21.0,9.6,13.4,0.0004,1,14900.0,1.5626247077595516
2017-08-19,597,18.0,10.5,5.2,0.0,0,10100.0,0.8318940889990682
2017-08-20,598,17.0,9.0,5.5,0.0,0,13300.0,1.087264855118358
2017-08-21,599,17.5,7.5,7.1,0.0,0,6000.0,0.5394881105757049
2017-08-22,600,19.7,11.0,5.2,0.0,0,16100.000000000002,1.477260325398905
2017-08-23,601,19.6,10.8,7.9,0.0,0,16100.000000000002,1.4790033275249521
2017-08-24,602,22.0,8.2,11.2,0.0,0,15700.0,1.8006242414427702
2017-08-25,603,22.1,8.7,14.1,0.0,0,16400.0,1.8703476143279245
2017-08-26,604,21.0,11.7,8.6,0.0,0,12500.0,1.221603292042194
2017-08-27,605,24.1,13.9,15.2,0.0,0,17600.0,1.9411029583244257
2017-08-28,606,25.1,14.0,16.3,0.0,0,16000.0,1.8683579198214961
2017-08-29,607,17.8,14.4,6.7,0.0,0,9500.0,0.55725087761099
2017-08-30,608,19.9,12.7,3.2,0.0134,1,12400.0,1.0647074954590567
2017-08-31,609,18.5,10.0,3.0,0.0025,1,9900.0,0.8680818787880415
2017-09-01,610,16.5,10.0,4.0,0.008400000000000001,1,15000.0,1.11428822440348
2017-09-02,611,16.3,4.5,4.6,0.0,0,19100.0,1.7362468799980781
2017-09-03,612,13.0,6.3,3.9,0.0,0,16000.0,1.066811606252981
2017-09-04,613,18.0,6.5,5.7,0.0,0,15500.0,1.4822214497100685
2017-09-05,614,22.0,10.0,12.1,0.0,0,20100.0,2.2084693678062823
2017-09-06,615,25.8,9.6,16.6,0.0,0,18200.0,2.440311392545987
2017-09-07,616,25.4,16.0,15.6,0.0,0,8700.0,0.9636779190836677
2017-09-08,617,24.5,14.0,12.8,0.0,0,17200.0,1.9377569707557005
2017-09-09,618,23.0,10.0,7.2,0.0,0,17500.0,2.030915452466468
2017-09-10,619,20.6,10.7,4.9,0.0001,1,13400.0,1.3234468874110923
2017-09-11,620,19.6,11.6,3.7,0.0,0,7200.0,0.6382810574134917
2017-09-12,621,19.3,12.8,8.1,0.0,0,17400.0,1.4091349893535279
2017-09-13,622,21.3,6.2,11.7,0.0,0,22000.0,2.5310371352764878
2017-09-14,623,24.8,5.6,16.0,0.0,0,17100.0,2.3203241688434804
2017-09-15,624,28.5,13.9,20.5,0.0,0,18500.0,2.5870258151347967
2017-09-16,625,24.8,12.7,7.8,0.0,0,18100.0,2.1594673415352115
2017-09-17,626,21.8,15.6,6.4,0.0004,1,20100.0,1.7142445039032932
2017-09-18,627,25.4,7.9,11.9,0.0,0,21900.0,2.9616952207756504
2017-09-19,628,23.0,8.9,5.2,0.0,0,17900.0,2.128748542312412
2017-09-20,629,23.0,14.5,10.9,0.008199999999999999,1,15200.0,1.5199469534013594
2017-09-21,630,22.0,17.0,7.6,0.004,1,9700.0,0.7591953988349442
2017-09-22,631,18.8,12.9,5.5,0.0083,1,9700.0,0.7439963548404107
2017-09-23,632,17.2,10.9,3.3,0.005900000000000001,1,10500.0,0.7876930426927226
2017-09-24,633,17.6,10.0,3.4,0.0096,1,9300.0,0.7602647004865591
2017-09-25,634,16.7,9.7,4.8,0.019899999999999998,1,11300.0,0.8697153925151451
2017-09-26,635,18.0,7.5,7.0,0.0,0,18800.0,1.7464321290898992
2017-09-27,636,16.5,4.8,5.9,0.0,0,7200.0,0.6574999091344359
2017-09-28,637,16.2,8.0,4.4,0.0016,1,14500.0,1.1650219713098562
2017-09-29,638,19.1,5.8,7.5,0.005900000000000001,1,21900.0,2.267165965806011
2017-09-30,639,21.9,9.5,9.3,0.0001,1,23100.0,2.5571466116651402
2017-10-01,640,25.7,11.5,14.9,0.0,0,20300.0,2.6129409359728037
2017-10-02,641,23.5,9.8,11.1,0.0,0,24400.0,2.919626758126739
2017-10-03,642,21.3,8.1,9.8,0.0,0,22500.0,2.493106573480163
2017-10-04,643,20.0,6.8,10.5,0.0,0,20300.0,2.159362706843619
2017-10-05,644,22.0,9.5,11.4,0.0,0,23900.0,2.6603172534187935
2017-10-06,645,23.0,10.0,12.1,0.0,0,21600.0,2.506729929901469
2017-10-07,646,16.9,9.4,5.5,0.0018,1,12800.0,1.0180972252448088
2017-10-08,647,19.5,8.6,5.1,0.0007,1,18600.0,1.835370001232507
2017-10-09,648,21.8,4.3,10.0,0.0,0,26400.0,3.1971728673128554
2017-10-10,649,19.3,8.4,7.4,0.0001,1,14200.0,1.3923977307167765
2017-10-11,650,19.4,9.5,9.8,0.0007,1,17900.0,1.7044660150597646
2017-10-12,651,24.1,6.1,12.1,0.0,0,25200.0,3.300811246758843
2017-10-13,652,31.2,12.7,24.1,0.0,0,23800.0,3.818457431021159
2017-10-14,653,29.0,15.0,14.2,0.0009,1,24000.0,3.3538708178783265
2017-10-15,654,25.8,17.5,10.9,0.0,0,26800.0,2.8583068287059397
2017-10-16,655,21.2,15.4,8.5,0.0078,1,12400.0,1.0116513908759894
2017-10-17,656,20.3,14.0,6.3,0.007,1,14700.0,1.210104256796073
2017-10-18,657,19.5,10.0,8.0,0.0022,1,23400.0,2.2030109310405352
2017-10-19,658,26.0,9.6,15.9,0.0,0,27700.0,3.747483161945948
2017-10-20,659,30.6,14.5,23.0,0.0,0,27900.0,4.238856158516218
2017-10-21,660,30.0,15.0,24.3,0.0,0,16100.000000000002,2.3581126649933415
2017-10-22,661,29.0,19.0,17.9,0.0,0,25500.0,3.163038377682309
2017-10-23,662,23.3,15.5,6.6,0.0,0,11100.0,1.082184275308498
2017-10-24,663,22.9,14.5,8.3,0.0,0,23200.0,2.303077176485389
2017-10-25,664,22.9,11.3,2.5,0.0018,1,17600.0,1.9631572512143969
2017-10-26,665,21.7,14.1,7.1,0.0013,1,11200.0,1.0343821894737504
2017-10-27,666,20.1,10.9,5.3,0.0040999999999999995,1,11600.0,1.0994719031736375
2017-10-28,667,20.5,14.1,6.3,0.0015,1,8900.0,0.7416092007161472
2017-10-29,668,21.5,13.7,11.2,0.0011,1,26300.0,2.440025196158379
2017-10-30,669,27.1,11.1,15.0,0.0,0,29000.0,4.01672736
2017-10-31,670,29.8,11.1,14.5,0.0,0,28800.0,4.4702594467502905
2017-11-01,671,30.1,15.4,18.1,0.0,0,24800.0,3.6181719785775077
2017-11-02,672,27.3,14.2,14.9,0.0,0,22200.0,2.9067053084796233
2017-11-03,673,27.3,13.2,15.2,0.0,0,27500.0,3.6870999477958213
2017-11-04,674,31.0,15.8,20.8,0.0,0,29100.0,4.386316829057702
2017-11-05,675,31.2,16.0,23.7,0.0,0,29600.0,4.483341753411797
2017-11-06,676,33.0,16.1,29.3,0.0,0,30000.0,4.901240582136211
2017-11-07,677,35.9,16.5,30.2,0.0,0,29400.0,5.346737600841347
2017-11-08,678,34.7,18.9,32.2,0.0,0,26400.0,4.391929176771188
2017-11-09,679,31.1,15.8,21.3,0.0,0,28700.0,4.345498097649476
2017-11-10,680,33.0,15.0,22.1,0.0,0,29300.0,4.876050039025696
2017-11-11,681,33.0,21.0,21.6,0.0,0,25800.0,3.7573040626530276
2017-11-12,682,33.0,21.0,21.8,0.0,0,23300.0,3.3932242116207574
2017-11-13,683,29.5,18.9,17.2,0.0003,1,26400.0,3.3876157940589806
2017-11-14,684,29.6,15.3,18.4,0.0,0,26700.0,3.8135826571985048
2017-11-15,685,31.7,12.3,24.7,0.0,0,29800.0,4.902168107685429
2017-11-16,686,36.9,20.1,31.3,0.0,0,24700.0,4.39866192757871
2017-11-17,687,25.4,20.0,7.1,0.0,0,21300.0,1.8811330152334254
2017-11-18,688,24.3,12.3,6.5,0.0,0,24400.0,2.8633579998505785
2017-11-19,689,24.1,13.1,9.9,0.0,0,27400.0,3.1041041766128767
2017-11-20,690,24.3,10.3,9.4,0.0,0,29500.0,3.6356423140411565
2017-11-21,691,26.7,14.0,14.4,0.0,0,29600.0,3.776383687088133
2017-11-22,692,29.6,12.8,24.3,0.0,0,31100.0,4.6651717385824005
2017-11-23,693,31.6,13.5,21.3,0.0,0,31000.0,4.993815803973872
2017-11-24,694,32.9,14.0,26.9,0.0,0,24300.0,4.0893014609935205
2017-11-25,695,32.7,14.7,20.9,0.0,0,29900.0,4.940188685700668
2017-11-26,696,34.0,17.0,24.9,0.0,0,26700.0,4.473131004311131
2017-11-27,697,28.0,18.5,14.1,0.0,0,27100.0,3.2176014879025017
2017-11-28,698,23.7,18.3,11.0,0.0,0,19500.0,1.6498756614219083
2017-11-29,699,23.4,12.4,11.3,0.0,0,21100.0,2.3444178161518217
2017-11-30,700,24.5,13.1,13.5,0.0,0,28500.0,3.3049612373811077
2017-12-01,701,29.0,13.1,17.6,0.0,0,30200.0,4.390202243597631
2017-12-02,702,35.7,16.0,23.2,0.0,0,31300.0,5.690490436205902
2017-12-03,703,38.0,20.9,35.6,0.0,0,17500.0,3.2086763690017532
2017-12-04,704,25.0,19.5,5.8,0.0078,1,10300.0,0.9078395293811433
2017-12-05,705,28.0,19.0,13.0,0.0005,1,28100.0,3.267124055999999
2017-12-06,706,28.7,17.0,19.5,0.0,0,29200.0,3.8099943475121694
2017-12-07,707,29.5,14.2,21.5,0.0,0,31100.0,4.526237049251851
2017-12-08,708,35.5,15.7,30.7,0.0,0,30100.0,5.4547747229783905
2017-12-09,709,34.1,23.5,31.5,0.0,0,19500.0,2.776268463258835
2017-12-10,710,37.8,17.2,33.7,0.0,0,28000.0,5.402289363538128
2017-12-11,711,37.0,22.5,27.4,0.0,0,30000.0,5.097342037423574
2017-12-12,712,28.7,20.5,8.5,0.0,0,27700.0,3.156025844456234
2017-12-13,713,26.1,13.9,15.5,0.0,0,28200.0,3.4938867406892937
2017-12-14,714,28.0,14.3,14.9,0.0,0,31700.0,4.288594723477191
2017-12-15,715,30.4,14.6,20.1,0.0,0,30900.0,4.644939568859437
2017-12-16,716,31.0,14.9,20.5,0.0,0,29800.0,4.572406298023272
2017-12-17,717,21.5,16.7,8.5,0.0034,1,14700.0,1.1151988648819506
2017-12-18,718,21.4,12.5,4.6,0.013300000000000001,1,13800.0,1.342508047663349
